productUrl,reviewTitle,reviewUrl,reviewDate,reviewText,imageLink,productName
http://www.amazon.com/Canon-EOS-Rebel-T5-Professional/dp/B00J34YO92,Great Value,http://www.amazon.com/Canon-EOS-Rebel-T5-Professional/product-reviews/B00J34YO92, on November 9  2014,,http://ecx.images-amazon.com/images/I/51C6A2Aei5L._SY300_.jpg,Canon EOS Rebel T5 18MP EF-S Digital SLR Camera USA warranty with canon EF-S 18-55mm f/3.5-5.6 IS [Image Stabilizer] II Zoom Lens & EF 75-300mm f/4-5.6 III Telephoto Zoom Lens + 58mm 2x Professional Lens +High Definition 58mm Wide Angle Lens + Auto Power Flash + UV Filter Kit with 24GB Complete Deluxe Accessory Bundle
http://www.amazon.com/Canon-EOS-Rebel-T5-Professional/dp/B00J34YO92,OMG YOU WON'T REGRET IT <3 <3,http://www.amazon.com/Canon-EOS-Rebel-T5-Professional/product-reviews/B00J34YO92, on November 4  2014,,http://ecx.images-amazon.com/images/I/51C6A2Aei5L._SY300_.jpg,Canon EOS Rebel T5 18MP EF-S Digital SLR Camera USA warranty with canon EF-S 18-55mm f/3.5-5.6 IS [Image Stabilizer] II Zoom Lens & EF 75-300mm f/4-5.6 III Telephoto Zoom Lens + 58mm 2x Professional Lens +High Definition 58mm Wide Angle Lens + Auto Power Flash + UV Filter Kit with 24GB Complete Deluxe Accessory Bundle
http://www.amazon.com/Canon-EOS-Rebel-T5-Professional/dp/B00J34YO92,Great amount of accessories for price,http://www.amazon.com/Canon-EOS-Rebel-T5-Professional/product-reviews/B00J34YO92, on October 24  2014,,http://ecx.images-amazon.com/images/I/51C6A2Aei5L._SY300_.jpg,Canon EOS Rebel T5 18MP EF-S Digital SLR Camera USA warranty with canon EF-S 18-55mm f/3.5-5.6 IS [Image Stabilizer] II Zoom Lens & EF 75-300mm f/4-5.6 III Telephoto Zoom Lens + 58mm 2x Professional Lens +High Definition 58mm Wide Angle Lens + Auto Power Flash + UV Filter Kit with 24GB Complete Deluxe Accessory Bundle
http://www.amazon.com/Canon-EOS-Rebel-T5-Professional/dp/B00J34YO92,I love my Canon Rebel T5,http://www.amazon.com/Canon-EOS-Rebel-T5-Professional/product-reviews/B00J34YO92, on December 27  2014,"I love my Canon Rebel T5! I am an enthusiast learning and advancing through digital photography. This bundle package was a good choice for me. I have been taking digital photography for over 8 years  but I was using Canon Power Shots and decided this year to make the right choice into DSLR cameras. At first  the amount of functions and buttons scared me a bit  but with a lot of study and practice  my understanding has increased leaps and bounds. Enough about me  about the Rebel T5 bundle package. 1) The camera is great. If you are new to DSLRs  you should get this package. I understand that there are other higher end models such as the 7D Mark II  6D  and 5D Mark III  but unless you are a professional photographer  it can be difficult to justify the extra cost just to have the most expensive camera. First learning how to control shutter speed  aperture  ISO  evaluative metering  lighting  file size types for prints  and white balance all goes a long way towards one's education on digital photography. The 18-55mm and 75-300mm lenses were good addition to the package. Keep in mind  that although these lenses will more than likely blow out the quality of your cell phone and tablet cameras  these lenses are basic models and still fail in comparison to the ""Red Ring"" lenses. 2) The two SD Cards were good  but never used them because I bought a 64GB. My preference 3) The Vivitar Flash was subpar  so I bought the 270EX II 4) The Remote Control is good add on  just not wireless 5) The bag was okay  but too small because of other camera equipment that I now have.",http://ecx.images-amazon.com/images/I/51C6A2Aei5L._SY300_.jpg,Canon EOS Rebel T5 18MP EF-S Digital SLR Camera USA warranty with canon EF-S 18-55mm f/3.5-5.6 IS [Image Stabilizer] II Zoom Lens & EF 75-300mm f/4-5.6 III Telephoto Zoom Lens + 58mm 2x Professional Lens +High Definition 58mm Wide Angle Lens + Auto Power Flash + UV Filter Kit with 24GB Complete Deluxe Accessory Bundle
http://www.amazon.com/Canon-EOS-Rebel-T5-Professional/dp/B00J34YO92,This set is amazing!! It covers any thing you want to ...,http://www.amazon.com/Canon-EOS-Rebel-T5-Professional/product-reviews/B00J34YO92, on August 6  2014,,http://ecx.images-amazon.com/images/I/51C6A2Aei5L._SY300_.jpg,Canon EOS Rebel T5 18MP EF-S Digital SLR Camera USA warranty with canon EF-S 18-55mm f/3.5-5.6 IS [Image Stabilizer] II Zoom Lens & EF 75-300mm f/4-5.6 III Telephoto Zoom Lens + 58mm 2x Professional Lens +High Definition 58mm Wide Angle Lens + Auto Power Flash + UV Filter Kit with 24GB Complete Deluxe Accessory Bundle
http://www.amazon.com/Canon-EOS-Rebel-T5-Professional/dp/B00J34YO92,Good camera  crappy accessories,http://www.amazon.com/Canon-EOS-Rebel-T5-Professional/product-reviews/B00J34YO92, on December 4  2014,,http://ecx.images-amazon.com/images/I/51C6A2Aei5L._SY300_.jpg,Canon EOS Rebel T5 18MP EF-S Digital SLR Camera USA warranty with canon EF-S 18-55mm f/3.5-5.6 IS [Image Stabilizer] II Zoom Lens & EF 75-300mm f/4-5.6 III Telephoto Zoom Lens + 58mm 2x Professional Lens +High Definition 58mm Wide Angle Lens + Auto Power Flash + UV Filter Kit with 24GB Complete Deluxe Accessory Bundle
http://www.amazon.com/Sony-W800-Digital-Camera-Black/dp/B00I8BIBCW,A good snapshot device for its price...,http://www.amazon.com/Sony-W800-Digital-Camera-Black/product-reviews/B00I8BIBCW, on August 28  2014,I am an amateur photographer and own three DSLR cameras with a selection of lenses. However that collection does not eliminate the need for a handy item for just daily needs. I keep this one especially in my car's glove box as a reserve for occasions which require something better than my cell phone camera. For that purpose it meets my expectations and even exceeds it. Yet  this is still a snap shot device with a relatively low price tag and therefore  a DSLR level quality (like background blurring  high shutter speed  high level of low light performance etc.)should not be expected. Pros: -Lightweight slim and  stylish design: It can fit in small spaces and look and feel like a high quality item. -USB charging ability: That is one of the selling points for me. I keep it in my car and I don't want to run out of power any time or go through the hassle of removing the battery and charging it separately  which requires carrying the charging adapter all the time and also the ability to plug in that adapter. Instead. all I do is to connect it to my 12V car USB charger and it pretty quickly accumulates good amount of charge level... It comes with a wall adapter (5V 0.5A) which connects to a detachable USB cable (so you can use the cable and attach it to any USB charger). But be careful about the USB cable. The standard USB-micro B cable that charges most mobile devices do not work for this type. If you need a replacement or an extra you need to buy a USB-UC E6 cable. -Easy menu mode: Practicality should be the main focus in a snapshot device and even my grandfather could get through this menu. One of the most user-friendly interfaces I have seen so far. -Panoramic shoot ability: That was a surprise for me.,http://ecx.images-amazon.com/images/I/41RouO%2BYEgL._SX300_.jpg,Sony W800/B 20.1 MP Digital Camera (Black)
http://www.amazon.com/Sony-W800-Digital-Camera-Black/dp/B00I8BIBCW,Great camera  had an issue but Amazon's great customer service solved it painlessly.,http://www.amazon.com/Sony-W800-Digital-Camera-Black/product-reviews/B00I8BIBCW, on August 6  2014,,http://ecx.images-amazon.com/images/I/41RouO%2BYEgL._SX300_.jpg,Sony W800/B 20.1 MP Digital Camera (Black)
http://www.amazon.com/Sony-W800-Digital-Camera-Black/dp/B00I8BIBCW,Great Camera!,http://www.amazon.com/Sony-W800-Digital-Camera-Black/product-reviews/B00I8BIBCW, on April 22  2014,,http://ecx.images-amazon.com/images/I/41RouO%2BYEgL._SX300_.jpg,Sony W800/B 20.1 MP Digital Camera (Black)
http://www.amazon.com/Sony-W800-Digital-Camera-Black/dp/B00I8BIBCW,Great for vacation snapshots,http://www.amazon.com/Sony-W800-Digital-Camera-Black/product-reviews/B00I8BIBCW, on May 20  2014,,http://ecx.images-amazon.com/images/I/41RouO%2BYEgL._SX300_.jpg,Sony W800/B 20.1 MP Digital Camera (Black)
